food_category,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001116.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001120.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001121.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001128.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001135.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001151.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001166.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001449.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001457.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001459.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001464.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001473.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001475.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001482.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001485.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001391.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001395.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001402.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001403.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001413.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001426.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001436.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001446.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001352.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001358.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001367.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001381.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001382.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001383.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001385.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001389.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001307.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001308.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001310.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001318.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001325.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001340.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001348.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001350.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001664.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001667.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001708.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001712.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001715.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001719.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001742.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001745.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001575.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001580.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001599.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001600.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001624.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001636.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001639.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001659.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001524.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001531.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001544.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001545.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001548.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001554.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001565.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001569.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001487.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001492.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001506.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001508.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001511.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001514.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001518.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001520.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001923.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001928.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001931.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001936.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001946.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001950.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001952.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001954.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001857.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001861.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001866.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001873.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001874.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001896.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001898.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001899.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001803.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001806.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001813.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001819.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001823.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001826.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001846.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001855.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001754.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001756.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001758.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001765.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001766.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001773.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001792.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001795.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002191.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002201.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002203.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002208.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002218.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002219.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002231.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002233.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002097.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002098.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002105.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002114.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002139.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002177.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002183.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002186.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002047.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002050.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002062.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002063.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002071.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002075.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002076.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002096.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001956.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001971.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001972.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__001975.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002015.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002018.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002028.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002044.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002429.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002434.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002441.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002460.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002462.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002464.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002466.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002469.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002361.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002385.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002387.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002390.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002396.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002400.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002409.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002413.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002324.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002340.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002341.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002342.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002343.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002351.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002352.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002353.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002239.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002258.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002275.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002276.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002280.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002282.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002287.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002294.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000133.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000138.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000142.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000147.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000157.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000180.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000184.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000188.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000086.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000091.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000092.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000111.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000116.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000118.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000120.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000129.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000040.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000044.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000048.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000053.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000055.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000068.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000076.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_mini__000080.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002472.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__platsim_ar_pico_banana_9gb-V__modificate__root__002474.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000000.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000009.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000025.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000026.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000034.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
