food_category,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds2__exp_3_augmented_v6.2_noK__modificate__altro__bruciato__gpt_image_1_5__000037.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000332.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000369.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000375.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000391.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_5__000405.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000410.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000413.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000415.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000279.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000280.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000299.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000301.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000302.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__insetti__gpt_image_1_mini__000322.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__insetti__gpt_image_1_mini__000323.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__insetti__gpt_image_1_mini__000326.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000211.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000214.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000221.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000222.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000230.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000264.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000267.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_mini__000269.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000192.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000195.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000196.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000201.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000202.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000203.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000206.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__crudo__gpt_image_1_5__000210.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000527.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000530.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000538.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000543.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000544.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000549.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_mini__000551.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000576.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000476.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000480.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000487.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000490.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000494.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000501.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000508.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__bruciato__gpt_image_1_5__000521.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000448.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000449.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000464.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000465.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000467.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000468.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000473.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000475.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000417.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000419.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000425.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000436.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000437.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000439.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000442.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__altro__marcio__gpt_image_1_mini__000447.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000767.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000775.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000779.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000780.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000781.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000783.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000789.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000790.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000727.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000732.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000740.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000742.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000754.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000756.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000759.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000764.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000689.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000690.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000693.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000695.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000696.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000708.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000718.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_mini__000720.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000585.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000595.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000631.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000638.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000645.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000657.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000662.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__crudo__gpt_image_1_5__000669.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000956.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__000968.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__000978.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__000993.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001008.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001009.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001018.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001027.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000896.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000897.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000898.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000902.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000930.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000939.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000943.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000952.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000843.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000851.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000853.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000877.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000878.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000886.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000894.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_5__000895.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000793.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_5__000806.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000817.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000820.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000823.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000831.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000832.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__burger_panino__marcio__gpt_image_1_mini__000839.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001141.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001147.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001156.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001167.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001171.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001172.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001179.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001183.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001097.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001103.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001112.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001113.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001119.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001124.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001131.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001140.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001050.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001055.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001057.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001058.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001060.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001067.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001073.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__crudo__gpt_image_1_5__001090.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001028.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001030.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001031.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001035.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001038.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001039.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001045.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__carne__bruciato__gpt_image_1_mini__001049.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_5__001334.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_mini__001338.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_mini__001344.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__bruciato__gpt_image_1_mini__001347.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__marcio__gpt_image_1_5__001361.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__marcio__gpt_image_1_5__001363.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__exp_3_augmented_v6.2_noK__modificate__dessert__marcio__gpt_image_1_5__001365.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
