food_category,n_samples,n_pos,n_neg,accuracy,precision,recall,f1,roc_auc,pr_auc,tp,fp,tn,fn
ds1__modificate__root__001971.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001972.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001979.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001988.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001990.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001997.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001999.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002006.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001902.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__001904.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001920.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001933.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001936.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001959.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001961.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001970.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001862.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__001863.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001865.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001867.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__001869.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001870.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__001885.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__001886.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002177.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002193.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002195.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002196.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002197.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002200.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002202.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002208.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002128.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002129.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002130.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002131.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002156.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002166.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002169.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002175.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002080.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002083.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002086.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002107.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002110.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002115.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002121.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002127.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002044.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002047.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002055.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002059.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002063.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002075.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002076.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002077.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002349.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002350.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002355.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002361.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002367.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002368.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002382.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002398.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002310.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002314.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002329.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002330.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002331.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002336.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002340.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002345.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002261.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002266.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002270.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002282.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002287.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002288.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002292.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002299.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002210.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002212.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002216.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002224.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002230.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002235.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002246.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002254.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000078.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000089.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000097.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000101.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000106.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000114.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000116.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000123.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000020.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000032.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000035.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000054.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000055.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000064.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000066.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000068.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002457.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002460.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002463.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002465.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002481.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000008.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000015.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_5__000017.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002408.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002419.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002424.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002427.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002431.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002438.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds1__modificate__root__002440.jpg,1,1,0,0.0,0.0,0.0,0.0,,,0,0,0,1
ds1__modificate__root__002445.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000286.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000298.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000302.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000306.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000308.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__insetti__gpt_image_1_5__000312.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__insetti__gpt_image_1_5__000313.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__insetti__gpt_image_1_5__000314.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000256.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000261.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000270.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000271.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000277.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000279.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000282.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000285.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000190.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000194.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000217.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000219.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000220.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000238.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000239.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_mini__000245.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000133.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__bruciato__gpt_image_1_mini__000142.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000144.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000147.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000162.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000164.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000173.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__crudo__gpt_image_1_5__000186.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000518.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000520.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000530.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000531.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000533.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000542.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000546.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000552.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000487.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000489.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000494.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000496.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000497.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000509.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000510.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000516.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000424.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000432.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000437.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000447.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000454.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000464.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000471.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_5__000484.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__insetti__gpt_image_1_mini__000326.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000329.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000340.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000352.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000360.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000364.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_5__000396.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__altro__marcio__gpt_image_1_mini__000422.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000687.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000709.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000710.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000720.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000732.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000745.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000754.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000755.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000651.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000652.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000655.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000658.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000677.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000678.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000682.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_mini__000684.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000606.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000612.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000617.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000621.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000624.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000635.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000637.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000647.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__bruciato__gpt_image_1_mini__000575.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000580.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000582.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000590.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000594.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000595.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000598.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__crudo__gpt_image_1_5__000601.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000889.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000906.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000910.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000912.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000924.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000937.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000942.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000953.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000852.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000859.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000867.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000872.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000873.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000874.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000875.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__carne__bruciato__gpt_image_1_5__000880.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__marcio__gpt_image_1_5__000814.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__marcio__gpt_image_1_5__000815.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__marcio__gpt_image_1_mini__000820.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__marcio__gpt_image_1_mini__000824.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
ds2__modificate__burger_panino__marcio__gpt_image_1_mini__000833.jpg,1,1,0,1.0,1.0,1.0,1.0,,,1,0,0,0
